FIPS,FI Rate,Low Threshold Type,High Threshold Type,Cost Per Meal,Year,Rent
40017,0.09,,,3.67,2021,
40017,0.123,,,4.1,2022,
40017,0.138,,,3.63,2023,
40019,0.143,,,3.61,2021,
40019,0.172,,,4.02,2022,
40019,0.186,,,3.59,2023,
40021,0.16,,,3.65,2021,
40021,0.191,,,4.04,2022,
40021,0.198,,,3.56,2023,
40023,0.179,,,3.48,2021,
40023,0.207,,,3.9,2022,
40023,0.22,,,3.52,2023,
40025,0.121,,,3.27,2021,
40025,0.155,,,3.66,2022,
40025,0.171,,,3.31,2023,
40027,0.108,,,3.72,2021,
40027,0.139,,,4.09,2022,
40027,0.153,,,3.61,2023,
40029,0.172,,,3.43,2021,
40029,0.203,,,3.82,2022,
40029,0.208,,,3.43,2023,
40031,0.141,,,3.54,2021,
40031,0.173,,,3.91,2022,
40031,0.197,,,3.43,2023,
40033,0.157,,,3.59,2021,
40033,0.193,,,3.97,2022,
40033,0.21,,,3.48,2023,
40035,0.155,,,3.6,2021,
40035,0.187,,,4.05,2022,
40035,0.197,,,3.6,2023,
40037,0.122,,,3.45,2021,
40037,0.153,,,3.89,2022,
40037,0.165,,,3.49,2023,
40039,0.107,,,3.6,2021,
40039,0.143,,,4.02,2022,
40039,0.16,,,3.56,2023,
40041,0.151,,,3.58,2021,
40041,0.183,,,4.03,2022,
40041,0.191,,,3.59,2023,
40043,0.125,,,3.59,2021,
40043,0.154,,,4.03,2022,
40043,0.166,,,3.54,2023,
40045,0.134,,,3.6,2021,
40045,0.16,,,4.04,2022,
40045,0.165,,,3.55,2023,
40047,0.127,,,3.57,2021,
40047,0.161,,,4.0,2022,
40047,0.171,,,3.53,2023,
40049,0.128,,,3.4,2021,
40049,0.159,,,3.83,2022,
40049,0.173,,,3.38,2023,
40051,0.113,,,3.47,2021,
40051,0.145,,,3.85,2022,
40051,0.162,,,3.46,2023,
40053,0.121,,,3.6,2021,
40053,0.148,,,4.03,2022,
40053,0.164,,,3.56,2023,
40055,0.154,,,3.53,2021,
40055,0.172,,,3.93,2022,
40055,0.171,,,3.49,2023,
40057,0.129,,,3.56,2021,
40057,0.162,,,3.97,2022,
40057,0.181,,,3.55,2023,
40059,0.115,,,3.6,2021,
40059,0.153,,,4.04,2022,
40059,0.166,,,3.55,2023,
40061,0.172,,,3.4,2021,
40061,0.2,,,3.83,2022,
40061,0.199,,,3.38,2023,
40063,0.153,,,3.33,2021,
40063,0.19,,,3.78,2022,
40063,0.202,,,3.36,2023,
40065,0.12,,,3.48,2021,
40065,0.156,,,3.9,2022,
40065,0.175,,,3.46,2023,
40067,0.176,,,3.57,2021,
40067,0.206,,,3.96,2022,
40067,0.218,,,3.52,2023,
40069,0.171,,,3.5,2021,
40069,0.207,,,3.93,2022,
40069,0.216,,,3.47,2023,
40071,0.144,,,3.5,2021,
40071,0.174,,,3.92,2022,
40071,0.182,,,3.5,2023,
40073,0.095,,,3.47,2021,
40073,0.138,,,3.91,2022,
40073,0.146,,,3.5,2023,
40075,0.162,,,3.48,2021,
40075,0.196,,,3.87,2022,
40075,0.217,,,3.44,2023,
40077,0.168,,,3.54,2021,
40077,0.191,,,3.99,2022,
40077,0.21,,,3.5,2023,
40079,0.165,,,3.45,2021,
40079,0.192,,,3.91,2022,
40079,0.2,,,3.49,2023,
40081,0.13,,,3.43,2021,
40081,0.159,,,3.87,2022,
40081,0.178,,,3.44,2023,
40083,0.103,,,3.45,2021,
40083,0.137,,,3.89,2022,
40083,0.15,,,3.48,2023,
40085,0.131,,,3.67,2021,
40085,0.165,,,4.08,2022,
40085,0.178,,,3.65,2023,
40087,0.089,,,3.47,2021,
40087,0.121,,,3.89,2022,
40087,0.135,,,3.47,2023,
40089,0.16,,,3.48,2021,
40089,0.19,,,3.89,2022,
40089,0.204,,,3.48,2023,
40091,0.174,,,3.58,2021,
40091,0.203,,,4.02,2022,
40091,0.214,,,3.57,2023,
40093,0.115,,,3.61,2021,
40093,0.144,,,4.05,2022,
40093,0.155,,,3.57,2023,
40095,0.145,,,3.5,2021,
40095,0.184,,,3.93,2022,
40095,0.183,,,3.47,2023,
40097,0.152,,,3.44,2021,
40097,0.182,,,3.89,2022,
40097,0.194,,,3.44,2023,
40099,0.15,,,3.45,2021,
40099,0.17,,,3.88,2022,
40099,0.176,,,3.42,2023,
40101,0.153,,,3.54,2021,
40101,0.179,,,3.97,2022,
40101,0.205,,,3.52,2023,
40103,0.107,,,3.61,2021,
40103,0.138,,,4.03,2022,
40103,0.151,,,3.58,2023,
40105,0.131,,,3.68,2021,
40105,0.166,,,4.11,2022,
40105,0.179,,,3.65,2023,
40107,0.176,,,3.37,2021,
40107,0.209,,,3.87,2022,
40107,0.224,,,3.35,2023,
40109,0.121,,,3.75,2021,
40109,0.153,,,4.16,2022,
40109,0.17,,,3.65,2023,
40111,0.15,,,3.36,2021,
40111,0.183,,,3.86,2022,
40111,0.193,,,3.34,2023,
40113,0.12,,,3.47,2021,
40113,0.15,,,3.93,2022,
40113,0.165,,,3.48,2023,
40115,0.156,,,3.31,2021,
40115,0.188,,,3.73,2022,
40115,0.201,,,3.33,2023,
40117,0.131,,,3.5,2021,
40117,0.163,,,3.93,2022,
40117,0.18,,,3.49,2023,
40119,0.14,,,3.59,2021,
40119,0.17,,,4.01,2022,
40119,0.184,,,3.55,2023,
40121,0.163,,,3.54,2021,
40121,0.19,,,3.98,2022,
40121,0.199,,,3.52,2023,
40123,0.128,,,3.39,2021,
40123,0.153,,,3.78,2022,
40123,0.16,,,3.4,2023,
40125,0.133,,,3.62,2021,
40125,0.169,,,4.04,2022,
40125,0.181,,,3.61,2023,
40127,0.169,,,3.48,2021,
40127,0.213,,,3.9,2022,
40127,0.227,,,3.52,2023,
40129,0.133,,,3.6,2021,
40129,0.153,,,4.0,2022,
40129,0.17,,,3.56,2023,
40131,0.107,,,3.67,2021,
40131,0.138,,,4.07,2022,
40131,0.148,,,3.63,2023,
40133,0.175,,,3.34,2021,
40133,0.206,,,3.79,2022,
40133,0.217,,,3.36,2023,
40135,0.162,,,3.38,2021,
40135,0.19,,,3.81,2022,
40135,0.206,,,3.36,2023,
40137,0.143,,,3.53,2021,
40137,0.175,,,3.92,2022,
40137,0.186,,,3.48,2023,
40139,0.123,,,3.25,2021,
40139,0.165,,,3.64,2022,
40139,0.17,,,3.29,2023,
40141,0.146,,,3.53,2021,
40141,0.178,,,3.93,2022,
40141,0.193,,,3.49,2023,
40143,0.12,,,3.81,2021,
40143,0.151,,,4.21,2022,
40143,0.167,,,3.7,2023,
40145,0.107,,,3.49,2021,
40145,0.137,,,3.94,2022,
40145,0.147,,,3.52,2023,
40147,0.125,,,3.65,2021,
40147,0.158,,,4.07,2022,
40147,0.173,,,3.62,2023,
40149,0.127,,,3.65,2021,
40149,0.157,,,4.08,2022,
40149,0.173,,,3.61,2023,
40151,0.106,,,3.54,2021,
40151,0.153,,,3.98,2022,
40151,0.171,,,3.5,2023,
40153,0.131,,,3.56,2021,
40153,0.159,,,4.0,2022,
40153,0.156,,,3.52,2023,
41001,0.119,,,3.67,2021,
41001,0.15,,,4.04,2022,
41001,0.162,,,3.61,2023,
41003,0.093,,,4.16,2021,
41003,0.128,,,4.63,2022,
41003,0.143,,,4.14,2023,
41005,0.074,,,4.11,2021,
41005,0.103,,,4.64,2022,
41005,0.114,,,4.15,2023,
41007,0.109,,,3.88,2021,
41007,0.136,,,4.26,2022,
41007,0.156,,,3.82,2023,
41009,0.094,,,3.88,2021,
41009,0.119,,,4.31,2022,
41009,0.129,,,3.85,2023,
41011,0.135,,,3.74,2021,
41011,0.162,,,4.12,2022,
41011,0.171,,,3.69,2023,
41013,0.102,,,6.18,2021,
41013,0.123,,,4.74,2022,
41013,0.14,,,4.26,2023,
41015,0.122,,,3.91,2021,
41015,0.146,,,4.4,2022,
41015,0.161,,,3.93,2023,
41017,0.084,,,4.19,2021,
41017,0.111,,,4.63,2022,
41017,0.121,,,4.2,2023,
41019,0.12,,,3.74,2021,
41019,0.154,,,4.12,2022,
41019,0.168,,,3.66,2023,
41021,0.098,,,3.86,2021,
41021,0.133,,,4.28,2022,
41021,0.143,,,3.78,2023,
41023,0.135,,,3.67,2021,
41023,0.162,,,4.04,2022,
41023,0.17,,,3.61,2023,
41025,0.11,,,5.18,2021,
41025,0.149,,,4.71,2022,
41025,0.156,,,4.26,2023,
41027,0.056,,,4.04,2021,
41027,0.1,,,4.49,2022,
41027,0.11,,,4.06,2023,
41029,0.105,,,3.95,2021,
41029,0.138,,,4.36,2022,
41029,0.147,,,3.86,2023,
41031,0.12,,,3.92,2021,
41031,0.146,,,4.3,2022,
41031,0.149,,,3.88,2023,
41033,0.127,,,3.91,2021,
41033,0.16,,,4.32,2022,
41033,0.168,,,3.89,2023,
41035,0.136,,,3.73,2021,
41035,0.164,,,4.17,2022,
41035,0.175,,,3.74,2023,
41037,0.139,,,3.73,2021,
41037,0.173,,,4.17,2022,
41037,0.175,,,3.74,2023,
41039,0.119,,,4.01,2021,
41039,0.146,,,4.42,2022,
41039,0.156,,,3.94,2023,
41041,0.125,,,3.99,2021,
41041,0.156,,,4.42,2022,
41041,0.17,,,4.0,2023,
41043,0.107,,,3.74,2021,
41043,0.137,,,4.14,2022,
41043,0.151,,,3.66,2023,
41045,0.117,,,3.43,2021,
41045,0.161,,,3.81,2022,
41045,0.164,,,3.38,2023,
41047,0.102,,,3.77,2021,
41047,0.136,,,4.12,2022,
41047,0.149,,,3.72,2023,
41049,0.094,,,3.54,2021,
41049,0.146,,,3.91,2022,
41049,0.149,,,3.48,2023,
41051,0.101,,,4.29,2021,
41051,0.125,,,4.95,2022,
41051,0.142,,,4.48,2023,
41053,0.094,,,3.91,2021,
41053,0.127,,,4.26,2022,
41053,0.142,,,3.78,2023,
41055,0.116,,,3.86,2021,
41055,0.151,,,4.28,2022,
41055,0.174,,,3.78,2023,
41057,0.114,,,3.87,2021,
41057,0.141,,,4.32,2022,
41057,0.148,,,3.93,2023,
41059,0.1,,,3.54,2021,
41059,0.134,,,3.91,2022,
41059,0.15,,,3.48,2023,
41061,0.11,,,3.67,2021,
41061,0.143,,,4.04,2022,
41061,0.158,,,3.61,2023,
41063,0.093,,,3.67,2021,
41063,0.126,,,4.04,2022,
41063,0.136,,,3.61,2023,
41065,0.096,,,3.86,2021,
41065,0.137,,,4.28,2022,
41065,0.149,,,3.78,2023,
41067,0.074,,,4.18,2021,
41067,0.104,,,4.74,2022,
41067,0.117,,,4.25,2023,
41069,0.109,,,5.44,2021,
41069,0.138,,,4.69,2022,
41069,0.155,,,4.26,2023,
41071,0.09,,,4.11,2021,
41071,0.126,,,4.55,2022,
41071,0.133,,,4.12,2023,
42001,0.073,,,3.74,2021,
42001,0.103,,,4.14,2022,
42001,0.112,,,3.69,2023,
42003,0.092,,,4.24,2021,
42003,0.114,,,4.63,2022,
42003,0.129,,,4.08,2023,
42005,0.11,,,3.42,2021,
42005,0.129,,,3.83,2022,
42005,0.139,,,3.44,2023,
42007,0.101,,,3.76,2021,
42007,0.123,,,4.16,2022,
42007,0.132,,,3.71,2023,
42009,0.097,,,3.67,2021,
42009,0.125,,,4.15,2022,
42009,0.134,,,3.75,2023,
42011,0.093,,,3.74,2021,
42011,0.121,,,4.12,2022,
42011,0.13,,,3.64,2023,
42013,0.111,,,3.6,2021,
42013,0.133,,,3.98,2022,
42013,0.143,,,3.53,2023,
42015,0.103,,,3.48,2021,
42015,0.13,,,3.91,2022,
42015,0.14,,,3.51,2023,
42017,0.062,,,4.08,2021,
42017,0.088,,,4.52,2022,
42017,0.099,,,4.01,2023,
42019,0.079,,,3.89,2021,
42019,0.105,,,4.27,2022,
42019,0.114,,,3.8,2023,
42021,0.117,,,3.61,2021,
42021,0.144,,,4.0,2022,
42021,0.152,,,3.56,2023,
42023,0.14,,,3.42,2021,
42023,0.162,,,3.87,2022,
42023,0.179,,,3.51,2023,
42025,0.11,,,3.55,2021,
42025,0.131,,,4.0,2022,
42025,0.139,,,3.6,2023,
42027,0.079,,,3.94,2021,
42027,0.109,,,4.34,2022,
42027,0.123,,,3.9,2023,
42029,0.054,,,4.39,2021,
42029,0.081,,,4.89,2022,
42029,0.092,,,4.36,2023,
42031,0.113,,,3.42,2021,
42031,0.134,,,3.84,2022,
42031,0.145,,,3.45,2023,
42033,0.12,,,3.5,2021,
42033,0.144,,,3.92,2022,
42033,0.152,,,3.52,2023,
42035,0.116,,,3.42,2021,
42035,0.137,,,3.83,2022,
42035,0.153,,,3.44,2023,
42037,0.106,,,3.63,2021,
42037,0.133,,,4.03,2022,
42037,0.146,,,3.62,2023,
42039,0.116,,,3.55,2021,
42039,0.137,,,3.95,2022,
42039,0.145,,,3.55,2023,
42041,0.072,,,3.89,2021,
42041,0.1,,,4.26,2022,
42041,0.111,,,3.78,2023,
42043,0.088,,,3.76,2021,
42043,0.113,,,4.11,2022,
42043,0.13,,,3.61,2023,
42045,0.075,,,4.26,2021,
42045,0.097,,,4.71,2022,
42045,0.115,,,4.16,2023,
42047,0.099,,,3.42,2021,
42047,0.121,,,3.87,2022,
42047,0.129,,,3.51,2023,
42049,0.117,,,3.75,2021,
42049,0.139,,,4.12,2022,
42049,0.151,,,3.69,2023,
42051,0.138,,,3.5,2021,
42051,0.158,,,3.92,2022,
42051,0.172,,,3.48,2023,
42053,0.135,,,3.42,2021,
42053,0.168,,,3.84,2022,
42053,0.166,,,3.45,2023,
42055,0.087,,,3.63,2021,
42055,0.114,,,4.03,2022,
42055,0.12,,,3.58,2023,
42057,0.103,,,3.63,2021,
42057,0.127,,,4.03,2022,
42057,0.137,,,3.58,2023,
42059,0.114,,,3.57,2021,
42059,0.138,,,3.97,2022,
42059,0.145,,,3.55,2023,
42061,0.104,,,3.41,2021,
42061,0.129,,,3.81,2022,
42061,0.137,,,3.39,2023,
42063,0.111,,,3.6,2021,
42063,0.133,,,4.0,2022,
42063,0.145,,,3.56,2023,
42065,0.115,,,3.5,2021,
42065,0.138,,,3.89,2022,
42065,0.149,,,3.45,2023,
42067,0.087,,,3.54,2021,
42067,0.115,,,3.87,2022,
42067,0.126,,,3.5,2023,
42069,0.115,,,3.8,2021,
42069,0.136,,,4.17,2022,
42069,0.151,,,3.68,2023,
42071,0.074,,,3.92,2021,
42071,0.101,,,4.33,2022,
42071,0.114,,,3.84,2023,
42073,0.113,,,3.77,2021,
42073,0.135,,,4.16,2022,
42073,0.141,,,3.71,2023,
42075,0.09,,,3.6,2021,
42075,0.118,,,4.01,2022,
42075,0.127,,,3.6,2023,
42077,0.094,,,3.92,2021,
42077,0.121,,,4.31,2022,
42077,0.134,,,3.82,2023,
42079,0.117,,,3.77,2021,
42079,0.141,,,4.12,2022,
42079,0.155,,,3.62,2023,
42081,0.107,,,3.71,2021,
42081,0.13,,,4.07,2022,
42081,0.144,,,3.65,2023,
42083,0.124,,,3.57,2021,
42083,0.147,,,3.94,2022,
42083,0.153,,,3.53,2023,
42085,0.119,,,3.66,2021,
42085,0.139,,,4.06,2022,
42085,0.145,,,3.62,2023,
42087,0.115,,,3.37,2021,
42087,0.146,,,3.76,2022,
42087,0.154,,,3.4,2023,
42089,0.086,,,3.72,2021,
42089,0.114,,,4.13,2022,
42089,0.128,,,3.67,2023,
42091,0.06,,,4.33,2021,
42091,0.086,,,4.79,2022,
42091,0.099,,,4.25,2023,
42093,0.083,,,3.45,2021,
42093,0.111,,,3.83,2022,
42093,0.12,,,3.43,2023,
42095,0.078,,,4.01,2021,
42095,0.107,,,4.42,2022,
42095,0.117,,,3.95,2023,
42097,0.109,,,3.45,2021,
42097,0.133,,,3.83,2022,
42097,0.141,,,3.43,2023,
42099,0.078,,,3.54,2021,
42099,0.105,,,3.88,2022,
42099,0.112,,,3.48,2023,
42101,0.136,,,4.12,2021,
42101,0.152,,,4.54,2022,
42101,0.176,,,3.96,2023,
42103,0.089,,,3.79,2021,
42103,0.12,,,4.2,2022,
42103,0.124,,,3.74,2023,
42105,0.115,,,3.75,2021,
42105,0.14,,,4.17,2022,
42105,0.144,,,3.75,2023,
42107,0.11,,,3.55,2021,
42107,0.134,,,3.96,2022,
42107,0.144,,,3.53,2023,
42109,0.086,,,3.58,2021,
42109,0.115,,,3.99,2022,
42109,0.126,,,3.55,2023,
42111,0.099,,,3.5,2021,
42111,0.128,,,3.95,2022,
42111,0.138,,,3.51,2023,
42113,0.108,,,3.48,2021,
42113,0.126,,,3.91,2022,
42113,0.133,,,3.51,2023,
42115,0.1,,,4.01,2021,
42115,0.125,,,4.39,2022,
42115,0.132,,,3.92,2023,
42117,0.113,,,3.42,2021,
42117,0.136,,,3.82,2022,
42117,0.143,,,3.42,2023,
42119,0.089,,,3.66,2021,
42119,0.116,,,4.09,2022,
42119,0.122,,,3.68,2023,
42121,0.117,,,3.54,2021,
42121,0.143,,,3.92,2022,
42121,0.147,,,3.52,2023,
42123,0.102,,,3.52,2021,
42123,0.128,,,3.89,2022,
42123,0.134,,,3.5,2023,
42125,0.09,,,3.92,2021,
42125,0.116,,,4.3,2022,
42125,0.125,,,3.82,2023,
42127,0.1,,,3.7,2021,
42127,0.127,,,4.13,2022,
42127,0.139,,,3.7,2023,
42129,0.094,,,3.85,2021,
42129,0.118,,,4.25,2022,
42129,0.127,,,3.79,2023,
42131,0.095,,,3.51,2021,
42131,0.124,,,3.92,2022,
42131,0.133,,,3.53,2023,
42133,0.077,,,3.68,2021,
42133,0.104,,,4.07,2022,
42133,0.116,,,3.6,2023,
44001,0.06,,,4.81,2021,
44001,0.079,,,5.24,2022,
44001,0.09,,,4.7,2023,
44003,0.075,,,3.89,2021,
44003,0.094,,,4.21,2022,
44003,0.102,,,3.75,2023,
44005,0.069,,,4.56,2021,
44005,0.087,,,4.94,2022,
44005,0.099,,,4.37,2023,
44007,0.094,,,4.17,2021,
44007,0.118,,,4.54,2022,
44007,0.129,,,4.05,2023,
44009,0.057,,,4.35,2021,
44009,0.077,,,4.73,2022,
44009,0.085,,,4.24,2023,
45001,0.096,,,3.33,2021,
45001,0.128,,,3.79,2022,
45001,0.134,,,3.41,2023,
45003,0.083,,,3.52,2021,
45003,0.125,,,3.91,2022,
45003,0.134,,,3.51,2023,
45005,0.139,,,2.99,2021,
45005,0.168,,,3.51,2022,
45005,0.202,,,3.1,2023,
45007,0.098,,,3.44,2021,
45007,0.131,,,3.75,2022,
45007,0.141,,,3.35,2023,
45009,0.107,,,2.99,2021,
45009,0.15,,,3.51,2022,
45009,0.167,,,3.1,2023,
45011,0.16,,,2.99,2021,
45011,0.167,,,3.51,2022,
45011,0.196,,,3.1,2023,
45013,0.075,,,4.16,2021,
45013,0.112,,,4.53,2022,
45013,0.123,,,4.06,2023,
45015,0.076,,,3.68,2021,
45015,0.11,,,4.13,2022,
45015,0.119,,,3.69,2023,
45017,0.1,,,3.25,2021,
45017,0.131,,,3.59,2022,
45017,0.138,,,3.22,2023,
45019,0.08,,,4.25,2021,
45019,0.112,,,4.68,2022,
45019,0.123,,,4.15,2023,
45021,0.118,,,3.23,2021,
45021,0.149,,,3.61,2022,
45021,0.161,,,3.26,2023,
45023,0.106,,,3.08,2021,
45023,0.14,,,3.52,2022,
45023,0.152,,,3.15,2023,
45025,0.118,,,3.2,2021,
45025,0.151,,,3.61,2022,
45025,0.164,,,3.22,2023,
45027,0.111,,,3.05,2021,
45027,0.141,,,3.48,2022,
45027,0.154,,,3.15,2023,
45029,0.098,,,3.29,2021,
45029,0.134,,,3.7,2022,
45029,0.16,,,3.33,2023,
45031,0.113,,,3.22,2021,
45031,0.143,,,3.63,2022,
45031,0.159,,,3.25,2023,
45033,0.151,,,3.13,2021,
45033,0.183,,,3.59,2022,
45033,0.192,,,3.16,2023,
45035,0.078,,,3.86,2021,
45035,0.113,,,4.25,2022,
45035,0.122,,,3.81,2023,
45037,0.089,,,3.34,2021,
45037,0.13,,,3.75,2022,
45037,0.138,,,3.36,2023,
45039,0.09,,,3.53,2021,
45039,0.128,,,3.82,2022,
45039,0.142,,,3.42,2023,
45041,0.092,,,3.43,2021,
45041,0.123,,,3.77,2022,
45041,0.145,,,3.34,2023,
45043,0.096,,,3.73,2021,
45043,0.128,,,4.06,2022,
45043,0.134,,,3.64,2023,
45045,0.081,,,3.88,2021,
45045,0.115,,,4.27,2022,
45045,0.125,,,3.82,2023,
45047,0.096,,,3.49,2021,
45047,0.131,,,3.83,2022,
45047,0.141,,,3.4,2023,
45049,0.096,,,3.29,2021,
45049,0.134,,,3.7,2022,
45049,0.157,,,3.33,2023,
45051,0.109,,,3.62,2021,
45051,0.139,,,4.04,2022,
45051,0.145,,,3.63,2023,
45053,0.088,,,3.93,2021,
45053,0.126,,,4.25,2022,
45053,0.143,,,3.85,2023,
45055,0.091,,,3.37,2021,
45055,0.126,,,3.77,2022,
45055,0.134,,,3.39,2023,
45057,0.082,,,3.66,2021,
45057,0.117,,,4.06,2022,
45057,0.127,,,3.65,2023,
45059,0.122,,,3.16,2021,
45059,0.149,,,3.53,2022,
45059,0.157,,,3.2,2023,
45061,0.105,,,3.22,2021,
45061,0.16,,,3.63,2022,
45061,0.164,,,3.25,2023,
45063,0.081,,,3.63,2021,
45063,0.116,,,4.0,2022,
45063,0.123,,,3.58,2023,
45065,0.085,,,3.33,2021,
45065,0.121,,,3.77,2022,
45065,0.142,,,3.41,2023,
45067,0.126,,,3.18,2021,
45067,0.162,,,3.55,2022,
45067,0.186,,,3.14,2023,
45069,0.16,,,3.07,2021,
45069,0.185,,,3.45,2022,
45069,0.198,,,3.09,2023,
45071,0.087,,,3.08,2021,
45071,0.128,,,3.48,2022,
45071,0.143,,,3.13,2023,
45073,0.115,,,3.49,2021,
45073,0.149,,,3.98,2022,
45073,0.155,,,3.6,2023,
45075,0.117,,,3.22,2021,
45075,0.147,,,3.56,2022,
45075,0.168,,,3.19,2023,
45077,0.106,,,3.55,2021,
45077,0.139,,,3.94,2022,
45077,0.147,,,3.54,2023,
45079,0.084,,,3.78,2021,
45079,0.116,,,4.15,2022,
45079,0.139,,,3.68,2023,
45081,0.093,,,3.34,2021,
45081,0.14,,,3.75,2022,
45081,0.155,,,3.36,2023,
45083,0.094,,,3.41,2021,
45083,0.129,,,3.79,2022,
45083,0.14,,,3.35,2023,
45085,0.095,,,3.32,2021,
45085,0.123,,,3.66,2022,
45085,0.141,,,3.29,2023,
45087,0.141,,,3.07,2021,
45087,0.169,,,3.47,2022,
45087,0.185,,,3.12,2023,
45089,0.11,,,3.37,2021,
45089,0.147,,,3.72,2022,
45089,0.171,,,3.28,2023,
45091,0.068,,,3.7,2021,
45091,0.099,,,4.11,2022,
45091,0.111,,,3.68,2023,
46003,0.06,,,3.74,2021,
46003,0.088,,,4.06,2022,
46003,0.105,,,3.63,2023,
46005,0.075,,,3.72,2021,
46005,0.104,,,4.11,2022,
46005,0.129,,,3.65,2023,
46007,0.171,,,3.9,2021,
46007,0.183,,,4.26,2022,
46007,0.197,,,3.76,2023,
46009,0.076,,,3.74,2021,
46009,0.111,,,4.06,2022,
46009,0.119,,,3.63,2023,
46011,0.071,,,3.84,2021,
46011,0.101,,,4.22,2022,
46011,0.112,,,3.74,2023,
46013,0.079,,,3.66,2021,
46013,0.109,,,4.11,2022,
46013,0.12,,,3.62,2023,
46015,0.101,,,3.74,2021,
46015,0.125,,,4.06,2022,
46015,0.121,,,3.63,2023,
46017,0.202,,,3.66,2021,
46017,0.227,,,4.11,2022,
46017,0.225,,,3.62,2023,
46019,0.077,,,3.9,2021,
46019,0.099,,,4.31,2022,
46019,0.099,,,3.87,2023,
46021,0.053,,,3.94,2021,
46021,0.09,,,4.34,2022,
46021,0.11,,,3.86,2023,
46023,0.124,,,3.74,2021,
46023,0.152,,,4.06,2022,
46023,0.157,,,3.63,2023,
46025,0.057,,,3.72,2021,
46025,0.1,,,4.11,2022,
46025,0.111,,,3.65,2023,
46027,0.098,,,3.74,2021,
46027,0.13,,,4.06,2022,
46027,0.137,,,3.63,2023,
46029,0.082,,,3.72,2021,
46029,0.106,,,4.11,2022,
46029,0.111,,,3.65,2023,
46031,0.206,,,3.94,2021,
46031,0.23,,,4.34,2022,
46031,0.25,,,3.86,2023,
46033,0.091,,,3.9,2021,
46033,0.107,,,4.26,2022,
46033,0.11,,,3.76,2023,
46035,0.096,,,3.74,2021,
46035,0.131,,,4.06,2022,
46035,0.131,,,3.63,2023,
46037,0.099,,,3.72,2021,
46037,0.128,,,4.11,2022,
46037,0.132,,,3.65,2023,
46039,0.066,,,3.72,2021,
46039,0.094,,,4.11,2022,
46039,0.101,,,3.65,2023,
46041,0.179,,,3.71,2021,
46041,0.195,,,3.99,2022,
46041,0.206,,,3.36,2023,
46043,0.07,,,3.74,2021,
46043,0.117,,,4.06,2022,
46043,0.121,,,3.63,2023,
46045,0.057,,,3.66,2021,
46045,0.091,,,4.11,2022,
46045,0.101,,,3.62,2023,
46047,0.123,,,3.9,2021,
46047,0.153,,,4.26,2022,
46047,0.165,,,3.76,2023,
46049,0.11,,,3.66,2021,
46049,0.151,,,4.11,2022,
46049,0.158,,,3.62,2023,
46051,0.061,,,3.72,2021,
46051,0.106,,,4.11,2022,
46051,0.119,,,3.65,2023,
46053,0.081,,,3.74,2021,
46053,0.114,,,4.06,2022,
46053,0.116,,,3.63,2023,
46055,0.092,,,3.9,2021,
46055,0.113,,,4.26,2022,
46055,0.102,,,3.76,2023,
46057,0.045,,,3.72,2021,
46057,0.081,,,4.11,2022,
46057,0.087,,,3.65,2023,
46059,0.08,,,3.66,2021,
46059,0.105,,,4.11,2022,
46059,0.109,,,3.62,2023,
46061,0.061,,,3.92,2021,
46061,0.076,,,4.27,2022,
46061,0.085,,,3.78,2023,
46063,0.073,,,3.71,2021,
46063,0.091,,,3.99,2022,
46063,0.088,,,3.36,2023,
46065,0.084,,,3.66,2021,
46065,0.104,,,4.11,2022,
46065,0.107,,,3.62,2023,
46067,0.076,,,3.74,2021,
46067,0.106,,,4.06,2022,
46067,0.113,,,3.63,2023,
46069,0.052,,,3.66,2021,
46069,0.088,,,4.11,2022,
46069,0.1,,,3.62,2023,
46071,0.204,,,3.9,2021,
46071,0.217,,,4.26,2022,
46071,0.222,,,3.76,2023,
46073,0.066,,,3.84,2021,
46073,0.099,,,4.22,2022,
46073,0.108,,,3.74,2023,
46075,0.075,,,3.9,2021,
46075,0.103,,,4.26,2022,
46075,0.126,,,3.76,2023,
46077,0.064,,,3.84,2021,
46077,0.097,,,4.22,2022,
46077,0.105,,,3.74,2023,
46079,0.079,,,3.84,2021,
46079,0.102,,,4.22,2022,
46079,0.115,,,3.74,2023,
46081,0.095,,,3.9,2021,
46081,0.12,,,4.31,2022,
46081,0.134,,,3.87,2023,
46083,0.043,,,4.02,2021,
46083,0.079,,,4.38,2022,
46083,0.088,,,3.9,2023,
46085,0.138,,,3.66,2021,
46085,0.174,,,4.11,2022,
46085,0.176,,,3.62,2023,
46087,0.062,,,3.92,2021,
46087,0.093,,,4.27,2022,
46087,0.097,,,3.78,2023,
46089,0.084,,,3.66,2021,
46089,0.118,,,4.11,2022,
46089,0.121,,,3.62,2023,
46091,0.062,,,3.66,2021,
46091,0.095,,,4.11,2022,
46091,0.103,,,3.62,2023,
46093,0.064,,,3.71,2021,
46093,0.099,,,3.99,2022,
46093,0.111,,,3.36,2023,
46095,0.224,,,3.9,2021,
46095,0.249,,,4.26,2022,
46095,0.247,,,3.76,2023,
46097,0.078,,,3.84,2021,
46097,0.116,,,4.22,2022,
46097,0.123,,,3.74,2023,
46099,0.068,,,3.92,2021,
46099,0.096,,,4.27,2022,
46099,0.107,,,3.78,2023,
46101,0.076,,,3.84,2021,
46101,0.105,,,4.22,2022,
46101,0.116,,,3.74,2023,
46102,0.263,,,3.9,2021,
