FIPS,FI Rate,Low Threshold Type,High Threshold Type,Cost Per Meal,Year,Rent
8049,0.083,,,4.85,2021,
8049,0.101,,,5.26,2022,
8049,0.108,,,4.67,2023,
8051,0.087,,,3.59,2021,
8051,0.104,,,4.01,2022,
8051,0.119,,,3.63,2023,
8053,0.093,,,4.02,2021,
8053,0.114,,,4.49,2022,
8053,0.099,,,4.1,2023,
8055,0.148,,,3.64,2021,
8055,0.184,,,4.03,2022,
8055,0.184,,,3.59,2023,
8057,0.112,,,4.85,2021,
8057,0.157,,,5.33,2022,
8057,0.152,,,4.84,2023,
8059,0.082,,,4.15,2021,
8059,0.101,,,4.58,2022,
8059,0.109,,,4.1,2023,
8061,0.091,,,3.53,2021,
8061,0.124,,,3.91,2022,
8061,0.13,,,3.49,2023,
8063,0.1,,,3.37,2021,
8063,0.125,,,3.76,2022,
8063,0.135,,,3.34,2023,
8065,0.085,,,4.98,2021,
8065,0.106,,,5.4,2022,
8065,0.11,,,4.8,2023,
8067,0.091,,,4.3,2021,
8067,0.119,,,4.78,2022,
8067,0.13,,,4.37,2023,
8069,0.09,,,4.08,2021,
8069,0.111,,,4.51,2022,
8069,0.119,,,4.04,2023,
8071,0.157,,,3.59,2021,
8071,0.179,,,3.97,2022,
8071,0.18,,,3.54,2023,
8073,0.105,,,3.97,2021,
8073,0.129,,,4.36,2022,
8073,0.139,,,3.91,2023,
8075,0.103,,,3.32,2021,
8075,0.13,,,3.73,2022,
8075,0.149,,,3.4,2023,
8077,0.111,,,3.72,2021,
8077,0.129,,,4.13,2022,
8077,0.137,,,3.73,2023,
8079,0.105,,,4.33,2021,
8079,0.123,,,4.8,2022,
8079,0.134,,,4.4,2023,
8081,0.128,,,4.76,2021,
8081,0.142,,,5.23,2022,
8081,0.136,,,4.74,2023,
8083,0.117,,,3.69,2021,
8083,0.136,,,4.1,2022,
8083,0.145,,,3.72,2023,
8085,0.101,,,3.87,2021,
8085,0.128,,,4.32,2022,
8085,0.136,,,3.94,2023,
8087,0.097,,,3.37,2021,
8087,0.127,,,3.76,2022,
8087,0.134,,,3.34,2023,
8089,0.153,,,3.53,2021,
8089,0.19,,,3.91,2022,
8089,0.189,,,3.49,2023,
8091,0.077,,,3.93,2021,
8091,0.104,,,4.39,2022,
8091,0.105,,,4.0,2023,
8093,0.066,,,4.79,2021,
8093,0.095,,,5.19,2022,
8093,0.101,,,4.61,2023,
8095,0.1,,,3.32,2021,
8095,0.133,,,3.73,2022,
8095,0.147,,,3.4,2023,
8097,0.083,,,4.7,2021,
8097,0.108,,,5.16,2022,
8097,0.115,,,4.64,2023,
8099,0.125,,,3.15,2021,
8099,0.156,,,3.52,2022,
8099,0.162,,,3.17,2023,
8101,0.14,,,3.53,2021,
8101,0.161,,,3.91,2022,
8101,0.165,,,3.49,2023,
8103,0.108,,,3.92,2021,
8103,0.135,,,4.43,2022,
8103,0.137,,,4.09,2023,
8105,0.122,,,3.69,2021,
8105,0.132,,,4.1,2022,
8105,0.16,,,3.71,2023,
8107,0.079,,,4.66,2021,
8107,0.096,,,5.12,2022,
8107,0.099,,,4.65,2023,
8109,0.121,,,3.6,2021,
8109,0.151,,,4.0,2022,
8109,0.161,,,3.61,2023,
8111,0.1,,,4.49,2021,
8111,0.151,,,4.99,2022,
8111,0.146,,,4.57,2023,
8113,0.092,,,3.83,2021,
8113,0.109,,,4.28,2022,
8113,0.115,,,3.9,2023,
8115,0.131,,,3.39,2021,
8115,0.158,,,3.69,2022,
8115,0.153,,,3.36,2023,
8117,0.07,,,4.92,2021,
8117,0.091,,,5.33,2022,
8117,0.1,,,4.74,2023,
8119,0.088,,,3.88,2021,
8119,0.107,,,4.28,2022,
8119,0.114,,,3.87,2023,
8121,0.09,,,3.37,2021,
8121,0.114,,,3.76,2022,
8121,0.117,,,3.34,2023,
8123,0.087,,,3.81,2021,
8123,0.112,,,4.25,2022,
8123,0.118,,,3.84,2023,
8125,0.093,,,3.29,2021,
8125,0.125,,,3.69,2022,
8125,0.136,,,3.36,2023,
9001,0.095,,,4.4,2021,
9003,0.107,,,4.08,2021,
9005,0.1,,,4.32,2021,
9007,0.088,,,4.18,2021,
9009,0.11,,,4.04,2021,
9011,0.109,,,4.06,2021,
9013,0.096,,,4.41,2021,
9015,0.119,,,3.83,2021,
9110,0.131,,,4.55,2022,
9110,0.141,,,3.9,2023,
9120,0.15,,,4.63,2022,
9120,0.163,,,3.75,2023,
9130,0.102,,,4.69,2022,
9130,0.117,,,4.22,2023,
9140,0.136,,,4.36,2022,
9140,0.148,,,3.9,2023,
9150,0.127,,,4.24,2022,
9150,0.126,,,3.88,2023,
9160,0.127,,,4.58,2022,
9160,0.136,,,3.9,2023,
9170,0.135,,,4.52,2022,
9170,0.145,,,3.9,2023,
9180,0.134,,,4.44,2022,
9180,0.151,,,4.22,2023,
9190,0.111,,,5.04,2022,
9190,0.124,,,4.24,2023,
10001,0.112,,,3.55,2021,
10001,0.137,,,3.94,2022,
10001,0.146,,,3.45,2023,
10003,0.093,,,3.93,2021,
10003,0.12,,,4.36,2022,
10003,0.131,,,3.87,2023,
10005,0.102,,,3.93,2021,
10005,0.133,,,4.3,2022,
10005,0.139,,,3.85,2023,
11001,0.091,,,4.74,2021,
11001,0.113,,,5.25,2022,
11001,0.118,,,4.71,2023,
12001,0.111,,,4.19,2021,
12001,0.136,,,4.56,2022,
12001,0.152,,,4.02,2023,
12003,0.099,,,3.38,2021,
12003,0.127,,,3.75,2022,
12003,0.131,,,3.38,2023,
12005,0.121,,,3.88,2021,
12005,0.14,,,4.26,2022,
12005,0.147,,,3.77,2023,
12007,0.131,,,3.38,2021,
12007,0.153,,,3.78,2022,
12007,0.167,,,3.45,2023,
12009,0.099,,,4.02,2021,
12009,0.121,,,4.39,2022,
12009,0.13,,,3.89,2023,
12011,0.086,,,4.19,2021,
12011,0.113,,,4.57,2022,
12011,0.131,,,4.06,2023,
12013,0.137,,,3.43,2021,
12013,0.171,,,3.8,2022,
12013,0.185,,,3.49,2023,
12015,0.114,,,3.96,2021,
12015,0.138,,,4.35,2022,
12015,0.14,,,3.89,2023,
12017,0.133,,,3.87,2021,
12017,0.157,,,4.24,2022,
12017,0.165,,,3.76,2023,
12019,0.088,,,3.8,2021,
12019,0.111,,,4.18,2022,
12019,0.12,,,3.73,2023,
12021,0.086,,,4.36,2021,
12021,0.117,,,4.78,2022,
12021,0.125,,,4.26,2023,
12023,0.123,,,3.57,2021,
12023,0.148,,,3.89,2022,
12023,0.165,,,3.48,2023,
12027,0.142,,,3.48,2021,
12027,0.186,,,3.88,2022,
12027,0.188,,,3.48,2023,
12029,0.136,,,3.43,2021,
12029,0.162,,,3.85,2022,
12029,0.176,,,3.54,2023,
12031,0.106,,,3.89,2021,
12031,0.127,,,4.25,2022,
12031,0.147,,,3.74,2023,
12033,0.116,,,3.73,2021,
12033,0.138,,,4.1,2022,
12033,0.153,,,3.63,2023,
12035,0.1,,,4.12,2021,
12035,0.121,,,4.52,2022,
12035,0.127,,,4.04,2023,
12037,0.13,,,3.44,2021,
12037,0.17,,,3.92,2022,
12037,0.165,,,3.69,2023,
12039,0.124,,,3.3,2021,
12039,0.154,,,3.67,2022,
12039,0.186,,,3.32,2023,
12041,0.114,,,3.43,2021,
12041,0.143,,,3.85,2022,
12041,0.144,,,3.54,2023,
12043,0.127,,,3.25,2021,
12043,0.166,,,3.65,2022,
12043,0.172,,,3.27,2023,
12045,0.105,,,3.88,2021,
12045,0.135,,,4.26,2022,
12045,0.139,,,3.77,2023,
12047,0.153,,,3.57,2021,
12047,0.172,,,3.76,2022,
12047,0.192,,,3.41,2023,
12049,0.143,,,3.22,2021,
12049,0.196,,,3.61,2022,
12049,0.192,,,3.23,2023,
12051,0.142,,,3.25,2021,
12051,0.169,,,3.65,2022,
12051,0.174,,,3.27,2023,
12053,0.12,,,3.76,2021,
12053,0.142,,,4.11,2022,
12053,0.148,,,3.63,2023,
12055,0.133,,,3.68,2021,
12055,0.156,,,4.09,2022,
12055,0.167,,,3.66,2023,
12057,0.1,,,3.98,2021,
12057,0.127,,,4.38,2022,
12057,0.14,,,3.88,2023,
12059,0.142,,,3.17,2021,
12059,0.155,,,3.56,2022,
12059,0.154,,,3.22,2023,
12061,0.1,,,4.16,2021,
12061,0.128,,,4.56,2022,
12061,0.139,,,4.02,2023,
12063,0.126,,,3.43,2021,
12063,0.154,,,3.8,2022,
12063,0.166,,,3.49,2023,
12065,0.108,,,4.08,2021,
12065,0.142,,,4.45,2022,
12065,0.166,,,3.93,2023,
12067,0.109,,,3.57,2021,
12067,0.158,,,3.76,2022,
12067,0.161,,,3.41,2023,
12069,0.1,,,3.9,2021,
12069,0.12,,,4.28,2022,
12069,0.129,,,3.78,2023,
12071,0.1,,,4.07,2021,
12071,0.127,,,4.46,2022,
12071,0.136,,,3.94,2023,
12073,0.106,,,4.08,2021,
12073,0.129,,,4.45,2022,
12073,0.148,,,3.93,2023,
12075,0.134,,,3.43,2021,
12075,0.15,,,3.85,2022,
12075,0.166,,,3.54,2023,
12077,0.144,,,3.3,2021,
12077,0.174,,,3.67,2022,
12077,0.183,,,3.32,2023,
12079,0.136,,,3.58,2021,
12079,0.149,,,3.95,2022,
12079,0.167,,,3.5,2023,
12081,0.095,,,4.09,2021,
12081,0.122,,,4.5,2022,
12081,0.133,,,4.01,2023,
12083,0.114,,,3.75,2021,
12083,0.138,,,4.11,2022,
12083,0.149,,,3.68,2023,
12085,0.095,,,4.4,2021,
12085,0.121,,,4.81,2022,
12085,0.132,,,4.3,2023,
12086,0.104,,,4.25,2021,
12086,0.137,,,4.64,2022,
12086,0.151,,,4.11,2023,
12087,0.093,,,4.85,2021,
12087,0.123,,,5.29,2022,
12087,0.13,,,4.57,2023,
12089,0.097,,,4.19,2021,
12089,0.118,,,4.61,2022,
12089,0.124,,,4.14,2023,
12091,0.104,,,4.02,2021,
12091,0.123,,,4.4,2022,
12091,0.131,,,3.85,2023,
12093,0.128,,,3.54,2021,
12093,0.158,,,3.95,2022,
12093,0.171,,,3.53,2023,
12095,0.102,,,4.01,2021,
12095,0.124,,,4.4,2022,
12095,0.139,,,3.9,2023,
12097,0.108,,,3.73,2021,
12097,0.137,,,4.13,2022,
12097,0.144,,,3.66,2023,
12099,0.089,,,4.4,2021,
12099,0.116,,,4.81,2022,
12099,0.128,,,4.28,2023,
12101,0.11,,,3.94,2021,
12101,0.133,,,4.33,2022,
12101,0.139,,,3.84,2023,
12103,0.106,,,4.18,2021,
12103,0.128,,,4.58,2022,
12103,0.139,,,4.06,2023,
12105,0.112,,,3.78,2021,
12105,0.137,,,4.16,2022,
12105,0.149,,,3.68,2023,
12107,0.154,,,3.53,2021,
12107,0.173,,,3.89,2022,
12107,0.189,,,3.5,2023,
12109,0.075,,,4.49,2021,
12109,0.097,,,4.86,2022,
12109,0.104,,,4.34,2023,
12111,0.095,,,3.85,2021,
12111,0.123,,,4.22,2022,
12111,0.133,,,3.74,2023,
12113,0.093,,,4.01,2021,
12113,0.116,,,4.4,2022,
12113,0.122,,,3.95,2023,
12115,0.094,,,4.41,2021,
12115,0.118,,,4.83,2022,
12115,0.126,,,4.27,2023,
12117,0.084,,,4.14,2021,
12117,0.112,,,4.53,2022,
12117,0.123,,,4.0,2023,
12119,0.103,,,4.09,2021,
12119,0.127,,,4.48,2022,
12119,0.131,,,4.0,2023,
12121,0.128,,,3.57,2021,
12121,0.149,,,3.76,2022,
12121,0.157,,,3.41,2023,
12123,0.134,,,3.31,2021,
12123,0.141,,,3.65,2022,
12123,0.163,,,3.31,2023,
12125,0.122,,,3.38,2021,
12125,0.143,,,3.78,2022,
12125,0.165,,,3.45,2023,
12127,0.113,,,3.93,2021,
12127,0.134,,,4.32,2022,
12127,0.144,,,3.84,2023,
12129,0.069,,,3.44,2021,
12129,0.096,,,3.92,2022,
12129,0.102,,,3.69,2023,
12131,0.11,,,4.38,2021,
12131,0.126,,,4.8,2022,
12131,0.135,,,4.35,2023,
12133,0.143,,,3.17,2021,
12133,0.171,,,3.56,2022,
12133,0.166,,,3.22,2023,
13001,0.141,,,3.36,2021,
13001,0.18,,,3.75,2022,
13001,0.189,,,3.32,2023,
13003,0.145,,,3.24,2021,
13003,0.188,,,3.64,2022,
13003,0.189,,,3.3,2023,
13005,0.153,,,3.24,2021,
13005,0.187,,,3.64,2022,
13005,0.183,,,3.3,2023,
13007,0.143,,,3.2,2021,
13007,0.161,,,3.63,2022,
13007,0.196,,,3.3,2023,
13009,0.123,,,3.54,2021,
13009,0.151,,,4.02,2022,
13009,0.164,,,3.68,2023,
13011,0.119,,,4.04,2021,
13011,0.154,,,4.43,2022,
13011,0.153,,,3.97,2023,
13013,0.09,,,3.95,2021,
13013,0.121,,,4.33,2022,
13013,0.129,,,3.88,2023,
13015,0.104,,,3.64,2021,
13015,0.13,,,4.06,2022,
13015,0.133,,,3.69,2023,
13017,0.143,,,3.55,2021,
13017,0.178,,,3.93,2022,
13017,0.192,,,3.57,2023,
13019,0.151,,,3.55,2021,
13019,0.189,,,3.93,2022,
13019,0.192,,,3.57,2023,
13021,0.14,,,3.61,2021,
13021,0.166,,,3.97,2022,
13021,0.19,,,3.56,2023,
13023,0.134,,,3.23,2021,
13023,0.162,,,4.03,2022,
13023,0.188,,,3.63,2023,
13025,0.128,,,3.27,2021,
13025,0.167,,,3.7,2022,
13025,0.17,,,3.42,2023,
13027,0.13,,,3.72,2021,
13027,0.179,,,4.11,2022,
13027,0.188,,,3.64,2023,
13029,0.089,,,4.06,2021,
13029,0.112,,,4.49,2022,
13029,0.118,,,4.02,2023,
13031,0.126,,,3.44,2021,
13031,0.155,,,3.87,2022,
13031,0.167,,,3.66,2023,
13033,0.1,,,3.08,2021,
13033,0.143,,,3.56,2022,
13033,0.168,,,3.19,2023,
13035,0.122,,,3.61,2021,
13035,0.137,,,4.18,2022,
13035,0.144,,,3.96,2023,
13037,0.13,,,3.54,2021,
13037,0.16,,,3.94,2022,
13037,0.177,,,3.49,2023,
13039,0.115,,,3.83,2021,
13039,0.152,,,4.22,2022,
13039,0.161,,,3.7,2023,
13043,0.162,,,3.44,2021,
13043,0.166,,,3.87,2022,
13043,0.18,,,3.66,2023,
13045,0.117,,,3.55,2021,
13045,0.148,,,4.0,2022,
13045,0.153,,,3.64,2023,
13047,0.104,,,3.68,2021,
13047,0.139,,,4.03,2022,
13047,0.14,,,3.59,2023,
13049,0.13,,,3.87,2021,
13049,0.159,,,4.26,2022,
13049,0.177,,,3.74,2023,
13051,0.105,,,3.89,2021,
13051,0.13,,,4.3,2022,
13051,0.151,,,3.82,2023,
13053,0.149,,,3.8,2021,
13053,0.171,,,4.25,2022,
13053,0.186,,,3.77,2023,
13055,0.155,,,3.11,2021,
13055,0.182,,,3.51,2022,
13055,0.193,,,3.21,2023,
13057,0.077,,,3.93,2021,
13057,0.108,,,4.35,2022,
13057,0.112,,,3.89,2023,
13059,0.135,,,3.94,2021,
13059,0.168,,,4.33,2022,
13059,0.18,,,3.85,2023,
13061,0.174,,,3.41,2021,
13061,0.171,,,3.82,2022,
13061,0.184,,,3.4,2023,
13063,0.094,,,3.48,2021,
13063,0.119,,,3.89,2022,
13063,0.148,,,3.44,2023,
13065,0.156,,,3.27,2021,
13065,0.199,,,3.7,2022,
13065,0.18,,,3.42,2023,
13067,0.071,,,4.16,2021,
13067,0.101,,,4.58,2022,
13067,0.115,,,4.05,2023,
13069,0.136,,,3.24,2021,
13069,0.164,,,3.64,2022,
13069,0.176,,,3.3,2023,
13071,0.136,,,3.57,2021,
13071,0.179,,,3.95,2022,
13071,0.191,,,3.57,2023,
13073,0.073,,,3.7,2021,
13073,0.109,,,4.18,2022,
13073,0.117,,,3.81,2023,
13075,0.128,,,3.57,2021,
13075,0.17,,,3.95,2022,
13075,0.178,,,3.57,2023,
13077,0.08,,,3.87,2021,
13077,0.112,,,4.29,2022,
13077,0.12,,,3.82,2023,
13079,0.119,,,4.8,2021,
13079,0.162,,,5.17,2022,
13079,0.158,,,4.18,2023,
13081,0.177,,,3.28,2021,
13081,0.183,,,3.69,2022,
13081,0.202,,,3.29,2023,
13083,0.114,,,3.39,2021,
13083,0.13,,,3.79,2022,
13083,0.138,,,3.44,2023,
13085,0.097,,,3.91,2021,
13085,0.128,,,4.37,2022,
13085,0.128,,,3.97,2023,
13087,0.127,,,3.33,2021,
13087,0.171,,,3.69,2022,
13087,0.188,,,3.34,2023,
13089,0.087,,,4.06,2021,
13089,0.112,,,4.56,2022,
13089,0.136,,,4.03,2023,
13091,0.143,,,3.23,2021,
13091,0.181,,,3.96,2022,
13091,0.192,,,3.64,2023,
13093,0.138,,,3.28,2021,
13093,0.152,,,3.69,2022,
13093,0.169,,,3.63,2023,
13095,0.146,,,3.54,2021,
13095,0.166,,,3.98,2022,
13095,0.197,,,3.49,2023,
13097,0.078,,,3.69,2021,
13097,0.105,,,4.1,2022,
13097,0.123,,,3.64,2023,
13099,0.131,,,3.77,2021,
13099,0.149,,,4.17,2022,
13099,0.164,,,3.66,2023,
13101,0.148,,,3.72,2021,
13101,0.136,,,4.11,2022,
13101,0.132,,,3.64,2023,
13103,0.078,,,3.49,2021,
13103,0.107,,,3.97,2022,
13103,0.116,,,3.67,2023,
13105,0.146,,,3.2,2021,
13105,0.161,,,3.65,2022,
13105,0.177,,,3.32,2023,
13107,0.164,,,3.08,2021,
13107,0.182,,,3.52,2022,
13107,0.203,,,3.19,2023,
13109,0.131,,,3.36,2021,
13109,0.164,,,3.75,2022,
13109,0.168,,,3.32,2023,
13111,0.124,,,3.44,2021,
13111,0.156,,,3.91,2022,
13111,0.159,,,3.54,2023,
13113,0.059,,,4.06,2021,
13113,0.09,,,4.5,2022,
13113,0.102,,,4.01,2023,
13115,0.134,,,3.49,2021,
13115,0.165,,,3.9,2022,
13115,0.172,,,3.51,2023,
13117,0.063,,,4.15,2021,
13117,0.093,,,4.56,2022,
13117,0.095,,,4.05,2023,
13119,0.14,,,3.64,2021,
13119,0.169,,,4.0,2022,
13119,0.178,,,3.55,2023,
13121,0.093,,,4.57,2021,
13121,0.117,,,5.01,2022,
13121,0.137,,,4.43,2023,
13123,0.131,,,3.32,2021,
13123,0.164,,,3.74,2022,
13123,0.164,,,3.4,2023,
13125,0.121,,,3.08,2021,
13125,0.156,,,3.56,2022,
13125,0.153,,,3.31,2023,
13127,0.115,,,3.95,2021,
13127,0.142,,,4.33,2022,
13127,0.153,,,3.89,2023,
13129,0.125,,,3.44,2021,
13129,0.153,,,3.85,2022,
13129,0.15,,,3.52,2023,
13131,0.126,,,3.14,2021,
13131,0.161,,,3.53,2022,
13131,0.179,,,3.19,2023,
13133,0.093,,,3.12,2021,
13133,0.121,,,3.73,2022,
13133,0.12,,,3.41,2023,
13135,0.072,,,3.69,2021,
13135,0.107,,,4.14,2022,
13135,0.122,,,3.67,2023,
13137,0.114,,,3.21,2021,
13137,0.154,,,3.67,2022,
13137,0.157,,,3.32,2023,
13139,0.102,,,3.74,2021,
13139,0.14,,,4.16,2022,
13139,0.143,,,3.76,2023,
13141,0.139,,,3.58,2021,
13141,0.17,,,4.06,2022,
13141,0.212,,,3.72,2023,
13143,0.12,,,3.2,2021,
13143,0.151,,,3.65,2022,
13143,0.164,,,3.33,2023,
13145,0.074,,,3.69,2021,
13145,0.111,,,4.43,2022,
13145,0.115,,,4.1,2023,
13147,0.125,,,3.17,2021,
13147,0.138,,,3.62,2022,
13147,0.148,,,3.29,2023,
13149,0.165,,,3.1,2021,
13149,0.18,,,3.56,2022,
13149,0.194,,,3.3,2023,
13151,0.059,,,3.71,2021,
13151,0.088,,,4.18,2022,
13151,0.111,,,3.73,2023,
13153,0.087,,,3.58,2021,
13153,0.115,,,3.99,2022,
13153,0.131,,,3.59,2023,
13155,0.121,,,3.55,2021,
13155,0.157,,,3.93,2022,
13155,0.155,,,3.57,2023,
13157,0.09,,,4.0,2021,
13157,0.119,,,4.38,2022,
13157,0.124,,,3.94,2023,
13159,0.116,,,3.61,2021,
13159,0.136,,,4.18,2022,
13159,0.145,,,3.96,2023,
13161,0.146,,,3.24,2021,
13161,0.19,,,3.64,2022,
13161,0.22,,,3.3,2023,
13163,0.107,,,3.11,2021,
13163,0.143,,,3.59,2022,
13163,0.161,,,3.22,2023,
13165,0.148,,,3.11,2021,
13165,0.188,,,3.59,2022,
13165,0.18,,,3.22,2023,
13167,0.131,,,3.47,2021,
13167,0.168,,,3.96,2022,
13167,0.165,,,3.64,2023,
13169,0.095,,,3.41,2021,
13169,0.13,,,3.81,2022,
13169,0.139,,,3.43,2023,
13171,0.1,,,3.11,2021,
13171,0.128,,,3.58,2022,
13171,0.137,,,3.29,2023,
13173,0.178,,,3.72,2021,
13173,0.21,,,4.11,2022,
13173,0.201,,,3.64,2023,
13175,0.141,,,3.47,2021,
13175,0.174,,,3.96,2022,
13175,0.182,,,3.64,2023,
13177,0.084,,,3.73,2021,
13177,0.11,,,4.18,2022,
13177,0.116,,,3.74,2023,
13179,0.114,,,3.35,2021,
13179,0.14,,,3.78,2022,
13179,0.158,,,3.41,2023,
13181,0.131,,,3.08,2021,
13181,0.157,,,3.56,2022,
13181,0.17,,,3.31,2023,
13183,0.133,,,3.21,2021,
13183,0.164,,,3.62,2022,
13183,0.171,,,3.24,2023,
13185,0.128,,,3.72,2021,
13185,0.152,,,4.11,2022,
13185,0.167,,,3.64,2023,
13187,0.092,,,3.41,2021,
13187,0.131,,,3.91,2022,
13187,0.138,,,3.57,2023,
13189,0.104,,,3.08,2021,
13189,0.136,,,3.56,2022,
13189,0.163,,,3.31,2023,
13191,0.128,,,4.03,2021,
13191,0.164,,,4.42,2022,
13191,0.191,,,3.93,2023,
13193,0.148,,,4.8,2021,
13193,0.17,,,5.17,2022,
13193,0.19,,,4.18,2023,
13195,0.15,,,3.43,2021,
13195,0.177,,,4.1,2022,
13195,0.175,,,3.79,2023,
13197,0.103,,,3.8,2021,
13197,0.141,,,4.25,2022,
13197,0.169,,,3.77,2023,
13199,0.145,,,3.46,2021,
13199,0.174,,,3.91,2022,
13199,0.179,,,3.77,2023,
13201,0.133,,,3.33,2021,
13201,0.175,,,3.69,2022,
13201,0.184,,,3.34,2023,
13205,0.15,,,3.23,2021,
13205,0.192,,,3.66,2022,
13205,0.198,,,3.33,2023,
13207,0.102,,,3.2,2021,
13207,0.133,,,3.65,2022,
13207,0.132,,,3.31,2023,
13209,0.116,,,3.26,2021,
13209,0.149,,,3.67,2022,
13209,0.157,,,3.29,2023,
13211,0.076,,,3.15,2021,
13211,0.115,,,3.77,2022,
13211,0.121,,,3.41,2023,
13213,0.121,,,3.34,2021,
13213,0.155,,,3.82,2022,
13213,0.156,,,3.46,2023,
13215,0.133,,,3.8,2021,
13215,0.157,,,4.29,2022,
13215,0.179,,,3.81,2023,
13217,0.091,,,3.52,2021,
13217,0.117,,,3.98,2022,
13217,0.131,,,3.63,2023,
13219,0.064,,,3.92,2021,
13219,0.096,,,4.37,2022,
13219,0.101,,,3.93,2023,
13221,0.087,,,3.94,2021,
13221,0.127,,,4.33,2022,
13221,0.136,,,3.85,2023,
13223,0.066,,,3.72,2021,
13223,0.099,,,4.12,2022,
13223,0.106,,,3.67,2023,
13225,0.119,,,4.75,2021,
13225,0.15,,,5.17,2022,
13225,0.156,,,4.18,2023,
13227,0.117,,,3.48,2021,
13227,0.153,,,4.01,2022,
13227,0.156,,,3.76,2023,
13229,0.12,,,3.27,2021,
13229,0.146,,,3.7,2022,
13229,0.144,,,3.42,2023,
13231,0.081,,,3.48,2021,
13231,0.114,,,3.92,2022,
13231,0.122,,,3.58,2023,
13233,0.135,,,3.19,2021,
13233,0.167,,,3.62,2022,
13233,0.182,,,3.28,2023,
13235,0.116,,,3.2,2021,
13235,0.153,,,3.99,2022,
13235,0.17,,,3.59,2023,
13237,0.124,,,3.15,2021,
13237,0.153,,,3.63,2022,
13237,0.164,,,3.27,2023,
13239,0.126,,,3.41,2021,
13239,0.148,,,3.82,2022,
13239,0.192,,,3.4,2023,
13241,0.139,,,3.35,2021,
13241,0.164,,,3.85,2022,
13241,0.162,,,3.5,2023,
13243,0.15,,,3.41,2021,
13243,0.18,,,3.82,2022,
13243,0.202,,,3.4,2023,
13245,0.134,,,3.54,2021,
13245,0.157,,,3.94,2022,
13245,0.184,,,3.45,2023,
13247,0.073,,,3.88,2021,
13247,0.102,,,4.27,2022,
13247,0.121,,,3.75,2023,
13249,0.121,,,3.28,2021,
13249,0.16,,,3.69,2022,
13249,0.153,,,4.18,2023,
13251,0.113,,,3.41,2021,
13251,0.145,,,3.84,2022,
13251,0.162,,,3.66,2023,
13253,0.147,,,3.33,2021,
13253,0.169,,,3.69,2022,
13253,0.171,,,3.34,2023,
13255,0.119,,,3.48,2021,
13255,0.149,,,3.92,2022,
13255,0.163,,,3.58,2023,
13257,0.126,,,3.16,2021,
13257,0.153,,,3.59,2022,
13257,0.162,,,3.29,2023,
13259,0.143,,,3.8,2021,
13259,0.167,,,4.25,2022,
13259,0.219,,,3.77,2023,
13261,0.133,,,3.73,2021,
13261,0.161,,,4.18,2022,
13261,0.178,,,3.74,2023,
13263,0.106,,,3.66,2021,
13263,0.145,,,4.4,2022,
13263,0.173,,,4.09,2023,
13265,0.122,,,3.08,2021,
13265,0.154,,,3.56,2022,
13265,0.176,,,3.31,2023,
13267,0.128,,,3.36,2021,
13267,0.164,,,3.75,2022,
13267,0.186,,,3.32,2023,
13269,0.169,,,4.8,2021,
13269,0.199,,,5.17,2022,
13269,0.217,,,4.14,2023,
13271,0.155,,,3.23,2021,
13271,0.217,,,3.67,2022,
13271,0.231,,,3.29,2023,
13273,0.154,,,3.73,2021,
13273,0.181,,,4.18,2022,
13273,0.216,,,3.74,2023,
13275,0.12,,,3.84,2021,
13275,0.158,,,4.23,2022,
13275,0.171,,,3.79,2023,
13277,0.123,,,3.55,2021,
13277,0.153,,,3.93,2022,
13277,0.169,,,3.57,2023,
13279,0.142,,,3.26,2021,
13279,0.181,,,3.67,2022,
13279,0.18,,,3.29,2023,
13281,0.123,,,3.41,2021,
13281,0.167,,,3.87,2022,
13281,0.164,,,3.6,2023,
13283,0.191,,,3.26,2021,
13283,0.21,,,3.67,2022,
13283,0.209,,,3.29,2023,
13285,0.128,,,3.57,2021,
13285,0.154,,,3.98,2022,
13285,0.171,,,3.59,2023,
13287,0.162,,,3.13,2021,
13287,0.176,,,3.59,2022,
13287,0.192,,,3.29,2023,
13289,0.107,,,3.58,2021,
13289,0.141,,,3.99,2022,
13289,0.156,,,3.63,2023,
13291,0.125,,,3.41,2021,
13291,0.149,,,3.87,2022,
13291,0.149,,,3.6,2023,
13293,0.139,,,3.14,2021,
13293,0.174,,,3.58,2022,
13293,0.186,,,3.29,2023,
13295,0.126,,,3.42,2021,
13295,0.16,,,3.83,2022,
13295,0.163,,,3.44,2023,
13297,0.094,,,3.6,2021,
13297,0.13,,,4.14,2022,
13297,0.135,,,3.7,2023,
13299,0.137,,,3.27,2021,
13299,0.17,,,3.7,2022,
13299,0.183,,,3.42,2023,
13301,0.136,,,3.08,2021,
13301,0.152,,,3.56,2022,
13301,0.165,,,3.31,2023,
13303,0.116,,,3.26,2021,
13303,0.138,,,4.06,2022,
13303,0.154,,,3.72,2023,
13305,0.14,,,3.21,2021,
13305,0.165,,,3.62,2022,
13305,0.181,,,3.27,2023,
13307,0.139,,,3.73,2021,
13307,0.171,,,4.18,2022,
13307,0.171,,,3.74,2023,
13309,0.122,,,3.26,2021,
13309,0.173,,,3.67,2022,
13309,0.169,,,3.26,2023,
13311,0.114,,,3.29,2021,
13311,0.148,,,3.82,2022,
13311,0.146,,,3.49,2023,
13313,0.112,,,3.3,2021,
13313,0.153,,,3.71,2022,
